Recipient Name,Recipient EIN,Recipient Website,Recipient Address
Catholic Memorial High School,42229971,http://www.cath-mem.org,"235 Baker Street
West Roxbury, MA, United States 02132"
Charles River Community Health,N/A,http://www.charlesriverhealth.org,"495 Western Ave.
Brighton, MA, United States 02135"
City Hill Church Cincinnati,43578565,N/A,"133 Walnut St
Brookline, MA, United States 02445"
Class Action Network,260091867,http://www.classism.org,"30 Germania St Bldg L
Jamaica Plain, MA, United States 02130-2373"
Codman Academy Charter Public School,N/A,http://codmanacademy.org/,"637 Washington Street
Dorchester, MA, United States 02124"
College for Social innovation,N/A,N/A,"89 South Street
Boston, MA, United States 02111"
ColorLab,N/A,https://www.thecolorlabhairsalon.com...,"Brookline, MA, United States"
COMMUNITY TEAMWORK INC,N/A,http://www.commteam.org,"155 Merrimack Street
Lowell, MA, United States 01852"
Dana Farber Cancer Institute,N/A,https://www.jimmyfund.org/,"10 Bookline Place West 6th F
Brookline, MA, United States 02445"
Dedham Land Trust,223033726,N/A,"788 High St
Dedham, MA, United States 02026-4135"
"Discovery Museums, Inc.",42741645,http://www.discoverymuseums.org,"177 Main Street
Acton, MA, United States 01720"
Educational Enrichment for Romanian Children Inc,42741145,http://www.eercboston.org,"208 Parker Street
Newton, MA, United States 2459"
Elder Healthcare Disparities Coaltion,N/A,N/A,"11 Wigglesworth St.
Boston, MA, United States"
Emeroon Health Care Foundation,42770980,http://emersonhospital.org,"133 Old Road To Nine Acre Corner
Concord, MA, United States 01742"
"English for New Bostonians, Inc.",463202177,http://www.englishfornewbostonians.org,"105 Chauncy Street 4th Floor
Boston, MA, United States 02111"
Escena Latina Teatro Inc,263857040,N/A,"16 KNOLL STREET
Roslindale, MA, United States 02131"
Esplanade Association Inc,43550635,http://esplanade.org,"575 Boylston Street
Boston, MA, United States 2116"
Farm Aid Inc,363383233,http://www.farmaid.org,"501 Cambridge Street 3rd Floor
Cambridge, MA, United States 02141"
Friends of St Stephen's Youth Programs,N/A,http://www.ststephensbos.org/,"31 Lenox Street
Boston, MA, United States 02118"
Friendshipworks,43140541,http://www.fw4elders.org,"105 Chauncy Street, Suite 801
Boston, MA, United States 02111"
"Girl Scouts of Central and Western Massachusetts, Inc.",N/A,N/A,"115 Century Drive
Worcester, MA, United States 01606"
Girls Leadership Institute Inc,331207431,http://www.girlsleadership.org,"P.O. Box 24423
Oakland, CA, United States 94623"
Glbtq Legal Advocates & Defenders Inc,42660498,N/A,"18 Tremont St Ste 950
Boston, MA, United States 02108"
Greater Boston Chinese Community Services,43513197,N/A,"138 Tremont St.
Boston, MA, United States 02111-1318"
Haitian-American United,43583018,N/A,"1550 Blue Hill Ave
Mattapan, MA, United States 02126"
Harvard Stem Cell Institute,N/A,http://www.hsci.harvard.edu,"Bauer Building, Administrative Suite
Cambridge, MA, United States 02138"
Haymarket People's Fund Inc,N/A,http://www.haymarket.org,"42 SEAVERNS AVENUE
Jamaica Plain, MA, United States 02130"
Hispanic Resource Inc,42939018,N/A,"425 Union St Box 2
Wspringfield, MA, United States 01089"
Jericho Road Lawrence,161757000,http://www.communityinroads.org,"190 Academy Road
North Andover, MA, United States 01845"
Jewish Big Brother and Big Sister Assn of Gr Boston Endowment Fund,N/A,http://www.jbbbs.org,"333 Nahanton Street
Newton, MA, United States 02459"
Jewish Causes of Choice,N/A,N/A,"160 Herrick Rd
Brookline, MA, United States 02459"
Jumpstart for Young Children Inc.,N/A,http://www.jstart.org,"2463 N. Lincoln Ave, Suite 1n
Chicago, IL, United States 60614"
"Key Program, Inc.",42539878,http://www.key.org,"670 Old Connecticut Path
Framingham, MA, United States 01701"
Kripalu Center for Yoga & Health,231718197,http://www.kripalu.org,"PO BOX 309
Stockbridge, MA, United States 01262"
Leave It Better Foundation Inc,273994291,https://www.leaveitbetter.org/,"26 Division Rd
North Dartmouth, MA, United States 2747"
Lexington Arts and Crafts Society Inc,46072895,http://www.lacsma.org,"130 Waltham Street
Lexington, MA, United States 02421"
Literacy Volunteers of South Central Massachusetts,N/A,N/A,"c/o Jacob Edwards Library
Southbridge, MA, United States 01550"
Mass Bay Foundation,N/A,N/A,"50 Oakland St
Wellesley Hills, MA, United States 02481"
"South Africa Development Fund, Inc.",222674813,http://www.sadevelopmentfund.org,"PO Box 300758
Boston, MA, United States 2130"
"Military Division, Commonwealth of Massachuse",46002284,https://www.mass.gov/,"One Ashburton Place
Boston, MA, United States 02110"
Mill City Grows Inc,N/A,N/A,"650 Suffolk St Ste G10
Lowell, MA, United States 01854"
Muslim Justice League,N/A,N/A,"C/O Wework
Boston, MA, United States 02111"
"My Brothers Keeper, Inc.",N/A,N/A,"534 Washington Street
South Easton, MA, United States 02375"
NAACP Ne Area Conference,N/A,N/A,"Po Box 320128
West Roxbury, MA, United States 02132"
National Association of Secondary School Principals,N/A,N/A,"PO Box 417939
Boston, MA, United States 02241"
Neighbor Brigade Inc,271871610,http://neighborbrigade.org,"Po Box 735
Maynard, MA, United States 01754"
New Democracy Coalition of Ma Inc,811590001,N/A,"6 Percival St
Boston, MA, United States 02122-1713"
New England Area Conference NAACP,20431000,N/A,"PO Box 320128
West Roxbury, MA, United States 02132"
New England League of Middle Schools,237452810,http://www.nelms.org,"Po Box 887
Georgetown, MA, United States 01833"
New York Univ School of Med,N/A,N/A,"P O Box 415026
Boston, MA, United States 02241"
Newton Housing,N/A,N/A,"82 Lincoln St Ste 101
Newton Highlands, MA, United States 2461"
NORTHEAST LEGAL AID INC,N/A,http://www.northeastlegalaid.org,"50 ISLAND STREET SUITE 203A
Lawrence, MA, United States 01840"
Parenting Journey,N/A,N/A,"366 Somerville Avenue
Somerville, MA, United States 02143"
"Peace Development Fund, Inc.",42738794,http://www.ncrpg/philanthropys-pr...,"44 N. Prospect St.
Amherst, MA, United States 01002-2014"
"Project LEARN, Inc.",N/A,N/A,"8 Kirk St 2nd Fl
Lowell, MA, United States 01852"
Quincy Community Action Programs,42391348,http://www.qcap.org,"1509 Hancock Street
Quincy, MA, United States 02169"
Ride For Racial Justice,N/A,N/A,"21249 E. 50th Avenue
Denver, CO, United States 80849-7551"
Right to the City,N/A,N/A,"143 Main Street 103
Springfield, MA, United States 01103"
"Science Club for Girls, Inc.",141892866,http://scienceclubforgirls.org,"136 Magazine Street #2
Cambridge, MA, United States 2139"
Special Needs Arts Programs,222570673,http://www.snapsing.org,"P O Box 598
Lexington, MA, United States 02420"
Teach for America - Massachusetts,133541913,https://www.teachforamericag/wher...,"60 Canal St., 3rd Fl.
Boston, MA, United States 02114-2030"
The Bridgewater State College Foundation,222678005,N/A,"25 Park Ter
Bridgewater, MA, United States 02325-0001"
Timothy Smith Network,562339680,http://www.timothysmithnetwork.org,"20 Eustis Street
Roxbury, MA, United States 2119"
Trinity Catholic Academy,510638517,http://www.trinitycatholicacademybro...,"37 Erie Avenue
Brockton, MA, United States 02302-3117"
University of Massachusetts at Dartmouth Foundation,237336988,http://www.umassd.edu/,"285 Old Westport Road
North Dartmouth, MA, United States 02747"
Unnamed Youth Justice Giving Circle,N/A,N/A,"c/o The City School 614 Columbia Road
Dorchester, MA, United States 02125"
"Urban League of Springfield, Inc.",N/A,N/A,"1 Federal St Building 111-3
Springfield, MA, United States 01105"
"Urban Revival Inc, dba City Life/Vida Urbana",N/A,N/A,"PO Box 300107
Jamaica Plain, MA, United States 02130"
Urban Rival Inc,N/A,N/A,"112 Exchange Street
Lynn, MA, United States 01901"
Water Centric,261917795,http://www.watercentric.org,"Lexington, MA, United States"
Wealth for the Common Good,N/A,http://wealthforcommongood.org,"30 Germania Street
Boston, MA, United States 2130"
Lowell Historical Society,46069161,N/A,"PO Box 1826
Lowell, MA, United States 01853-1826"
Springfield Museums,46002239,https://springfieldmuseums.org/,"21 Edwards St.
Springfield, MA, United States 01103-1548"
ACLU Foundation of Massachusetts Inc,237312949,http://www.aclum.org,"211 Congress Street
Boston, MA, United States 02110"
Chinese-American Biomedical Association Inc,N/A,N/A,"Po. Box. 426157
Cambridge, MA, United States 02142"
Budget Buddies,900688545,https://budgetbuddies.org/,"114 Turnpike Road, Suite 2D
Chelmsford, MA, United States 1824"
Oiste the Massachusetts Latino Civic Education Initiative,N/A,N/A,"56 Warren St
Roxbury, MA, United States 02119-3236"
Nantucket Sustainable Development Corporation,43427501,http://www.sustainablenantucket.org,"14 FEDERAL STREET
Nantucket, MA, United States 02554"
My Brothers Keeper,43088412,http://mybrotherskeeper.org,"Po Box 338
North Easton, MA, United States 02356-0338"
Berkshire Environmental Action Team,270054356,http://www.thebeatnews.org,"29 Highland Avenue
Pittsfield, MA, United States 01201"
Chameleon Arts Ensemble of Boston,43433197,http://www.chameleonarts.org,"6 Rocky Nook Terrace
Boston, MA, United States 02130"
Edgar P. Benjamin Healthcare Center,42104452,http://www.benjaminhealthcare.com,"120 Fisher Ave
Roxbury, MA, United States 02120-3320"
Instituto Politecnico Tomas Katari (iptk),N/A,N/A,"1374-B Danielson Road
Ciudad Sucre Bolivia, MA, United States 00000"
Better Community Living Inc,43028678,http://www.bettercommunity.com,"5 VENTURA DRIVE
North Dartmouth, MA, United States 02747"
Cape Verdean Association of Boston,N/A,N/A,"242 Bowdoin Street
Dorchester, MA, United States 02122"
Community Action Program Inter-City,N/A,N/A,"105 Everett Ave 2nd Floor
Chelsea, MA, United States 02150"
Community Involved in Sustaining Agriculture,N/A,N/A,"One Sugarloaf Street
South Deerfield, MA, United States 01373"
Ethiopian Adbar Womens Alliance,N/A,http://www.ethiopianwomen.org,"1151 Massachusetts Avenue
Cambridge, MA, United States 02138"
Lynn United for Change Empowerment,N/A,http://www.lynnunitedempowerment.org/,"259 Elm Street Suite 300a
Somerville, MA, United States 02144"
Needham Public Schools,N/A,http://www.needham.k12.ma.us,"1330 HIGHLAND AVENUE
Needham, MA, United States 02171"
South Asian Workers' Center,N/A,http://sawcus.org,"Weymouth, MA, United States"
YOUTH JOBS COALITION - BOSTON,N/A,N/A,"594 Columbia Road
Dorchester, MA, United States 02125"
YOUTH JUSTICE AND POWER UNION,N/A,N/A,"614 Columbia Road
Dorchester, MA, United States 02125"
Azusa Christian Community,42967497,N/A,"411 Washington Street
Dorchester, MA, United States 02124"
A Better Chance Masconomet,237299549,http://www.abcmasconomet.org,"40 S Main St
Topsfield, MA, United States 01983-1847"
Hoops and Homework,472577737,N/A,"56 Agnes Dr
Framingham, MA, United States 01701"
Cultural Heritage Research,N/A,N/A,"292 Newbury Street #146
Boston, MA, United States 2115"
National Society of Colonial Dames,N/A,N/A,"55 Beacon Street
Boston, MA, United States 02108"
Hope House Inc,42448579,http://www.hopehouseboston.org,"8 Farnham Street
Boston, MA, United States 2119"
Urban League of Springfield Inc One Federal Street Building 111-,N/A,N/A,"3
Springfield, MA, United States 1105"
New England Home for the Deaf,42104760,http://www.nehd.org,"154 Water Street
Danvers, MA, United States 01923"
Endicott College,42103567,http://www.endicott.edu,"376 Hale Street
Beverly, MA, United States 01915"
New North Citizens Council,237371934,http://www.newnorthcc.org,"2383 Main St.n
Springfield, MA, United States 01107-1907"
American-Japanese Cultural Concert Senes,300533142,N/A,"PO Box 67097
Chestnut Hill, MA, United States 02467-0001"
Community Music School,222501478,http://www.communitymusicschool.com,"127 State Street
Springfield, MA, United States 01103"
Rowe Camp & Conference Center Rowe MA,N/A,http://www.rowecenter.org,"Kings Highway Road
Rowe, MA, United States 01367"
Covert Productions,N/A,N/A,"143 South Rd
Chilmark, MA, United States 02535-2616"
Jetpac Resource Center Inc,475629373,https://www.jet-pac.com,"720 Massachusetts Ave
Cambridge, MA, United States 2139"
Latino Leadership Coalition Inc,N/A,N/A,"30 Boardman Street
Salem, MA, United States 01970"
Pachamama's Path,N/A,N/A,N/A
Park School Corporation,42104824,http://www.parkschool.org,"171 Goddard Avenue
Brookline, MA, United States 2445"
Satim,N/A,N/A,"81 Main Street
Punta Gorda Town Beliz, MA, United States 00000"
Women's Pipeline for Change,N/A,N/A,"41 West St Ste 700
Boston, MA, United States 02111-1216"
Racial Justice Rising,462045698,N/A,"197 River Road
Sunderland, MA, United States 01375"
The Women's Fund of Western Massachusetts,43342411,http://www.ncrpg/philanthropys-pr...,"276 Bridge St.
Springfield, MA, United States 01103"
"Barrington Stage Company, Inc.",N/A,N/A,"122 North Street
Pittsfield, MA, United States 01201-5104"
Urban College of Boston,43403049,http://www.urbancollege.edu,"2 Boylston Street, 2nd Floor
Boston, MA, United States 02116"
United Negro College Fund Inc 013517,N/A,N/A,"321 Columbus Ave
Boston, MA, United States 02116"
Concerned Black Men of Massachusetts,223019881,http://www.cbmm.net,"112 Gladeside Ave
Mattapan, MA, United States 02126-2533"
Latinas 413,N/A,N/A,N/A
NAACP Boston,N/A,N/A,"30 Martin Luther King Boulevard
Roxbury, MA, United States 02119"
"Association for Retarded Citizens, Brockton Area",42323368,http://www.brocktonareaarc.org,"1250 W. Chestnut St.
Brockton, MA, United States 02301-5533"
Auburn Youth and Family Services,42658899,http://www.ayfs.org,"21 Pheasant Court
Auburn, MA, United States 01501"
Boston After School & Beyond,201308560,https://bostonbeyond.org/,"89 South Street Suite 601
Boston, MA, United States 02111"
Boston Glass,N/A,N/A,"93 Massachusetts Avenue, 3rd Floor
Boston, MA, United States 2115"
Boston Youth Sanctuary,452966089,N/A,"2216 Dorchester Avenue
Dorchester, MA, United States 02124"
Convergence Ensemble,473846256,N/A,"67 Ocean Street
Dorchester, MA, United States 2124"
Educators for Anti-Racism,N/A,N/A,"PO Box 300869
Jamaica Plain, MA, United States 02130"
GEDAKINA,331075692,N/A,"285 SHUTESBURY RD
Leverett, MA, United States 01054"
Grassroots International,N/A,N/A,N/A
Irish International Immigrant Center,N/A,N/A,"One State Street 8th Floor
Boston, MA, United States 02109"
Medical Legal Partnership Boston,N/A,http://www.mlpboston.org,"200 Portland Street, 5th Floor
Boston, MA, United States 02114"
Northeastern University 1 Student,N/A,N/A,"360 Huntington Avenue
Boston, MA, United States 02155"
Notre Dame Education Center,N/A,http://ndeclawrence.org,"354 Merrimack Street Suite 210
Lawrence, MA, United States 01843"
Simon Youth Foundation,352035269,http://www.syf.org/feed,"225 W. Washington St.
Indianapolis, IN, United States 46204-3435"
St Vartanantz Armenian Church,N/A,N/A,"180 Old Westford Road
Chelmsford, MA, United States 01824"
Summer Search,N/A,N/A,"3840 WASHINGTON ST
Boston, MA, United States 02130"
The 3 Point Foundation,N/A,N/A,"1270 Soldiers Field Road
Brighton, MA, United States 02135"
WAITT House,42688996,N/A,"117 Mt Pleasant Avenue
Roxbury, MA, United States 02119-3351"
Worcester Anti-Foreclosure Team,N/A,https://www.facebook.com/WorcesterAn...,"70 James Street, Suite 129-B
Worcester, MA, United States 01603"
Youth Advocacy Foundation Edlaw Project,N/A,N/A,"44 Bromfield Street 2nd Floor
Boston, MA, United States 02108"
Trustees of the Reservation,N/A,N/A,"P.O. Box 2106
Vineyard Haven, MA, United States 02568-2106"
Cbmm,N/A,N/A,"136 Warren St
Roxbury, MA, United States 02119"
Love Has No Color,453047115,http://savethereservation.com,"521 WALPOLE STREET
Norwood, MA, United States 02062"
Boston-West Korean Presbyterian Church,43290998,N/A,"657 Boston Post Rd
Weston, MA, United States 02493"
Freedom Summer Collegiate,N/A,N/A,"Po Box 3080405
Cambridge, MA, United States 02238"
Harvard Business School African-American Student Union,N/A,http://www.hbsaasu.com,"2102 Student Mail Center
Boston, MA, United States 02163-1208"
Literacy Volunteers of Greater Worcester,42914294,http://www.lvgw.org,"3 Salem Square, Suite 332
Worcester, MA, United States 01608"
Berkshire Theatre Group,N/A,http://www.berkshiretheatre.org,"PO Box 797
Stockbridge, MA, United States 01262"
